DOMAIN,DOMAIN_TYPE,DNS_SERVER,SPF,SPF_MULTIPLE_ALLS,SPF_NUM_DNS_QUERIES,SPF_TOO_MANY_DNS_QUERIES,DMARC,DMARC_POLICY,DMARC_PCT,DMARC_ASPF,DMARC_SP,DMARC_FORENSIC_REPORT,DMARC_AGGREGATE_REPORT,BIMI_RECORD,BIMI_VERSION,BIMI_LOCATION,BIMI_AUTHORITY,SPOOFING_POSSIBLE,SPOOFING_TYPE
"youth.gov,Federal - Executive,Department of Health and Human Services,""Assistant Secretary for Planning and Evaluation, Office of the Secretary"",Washington,DC,responsibledisclosure@hhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:8idhoybh@ag.us.dmarcian.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:8idhoybh@fr.us.dmarcian.com;",reject,,,,8idhoybh@fr.us.dmarcian.com,"8idhoybh@ag.us.dmarcian.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for youth.gov,Federal - Executive,Department of Health and Human Services,""Assistant Secretary for Planning and Evaluation, Office of the Secretary"",Washington,DC,responsibledisclosure@hhs.gov."
"biometrics.gov,Federal - Executive,Department of Homeland Security,US-VISIT,Arlington,VA,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for biometrics.gov,Federal - Executive,Department of Homeland Security,US-VISIT,Arlington,VA,postmaster@dhs.gov."
"cisa.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for cisa.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov."
"cpnireporting.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,megan.mcgraw@usss.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for cpnireporting.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,megan.mcgraw@usss.dhs.gov."
"cybersecurity.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for cybersecurity.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov."
"cyber.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,IS2OSecurity@hq.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for cyber.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,IS2OSecurity@hq.dhs.gov."
"dhs.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for dhs.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov."
"disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for disasterassistance.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov."
"dns.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cloudflare.com",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:rua@cloudflare.com,mailto:cloudflare@dmarc.area1reports.com; ruf=mailto:cloudflare@dmarc.area1reports.com",reject,100,,,,"rua@cloudflare.com,cloudflare@dmarc.area1reports.com",,,,,FALSE,"Spoofing is not possible for dns.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cloudflare.com."
"dotgov.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; sp=reject; adkim=r; aspf=r; rua=mailto:76d552b1d6d04f9db2bdfac3d2f0bf04@dmarc-reports.cloudflare.net,mailto:reports@dmarc.cyber.dhs.gov",reject,,r,reject,,"76d552b1d6d04f9db2bdfac3d2f0bf04@dmarc-reports.cloudflare.net,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for dotgov.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov."
"e-verify.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for e-verify.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov."
"everify.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for everify.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov."
"fema.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for fema.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov."
"firstrespondertraining.gov,Federal - Executive,Department of Homeland Security,Office for Domestic Preparedness,Washington,DC,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for firstrespondertraining.gov,Federal - Executive,Department of Homeland Security,Office for Domestic Preparedness,Washington,DC,fema-nosc-cyber@fema.dhs.gov."
"cbp.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,CBPSOC@cbp.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for cbp.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,CBPSOC@cbp.dhs.gov."
"fleta.gov,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Glynco,GA,FLETCCSIRC@fletc.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for fleta.gov,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Glynco,GA,FLETCCSIRC@fletc.dhs.gov."
"fletc.gov,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Glynco,GA,FLETCCSIRC@fletc.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for fletc.gov,Federal - Executive,Department of Homeland Security,Federal Law Enforcement Training Center,Glynco,GA,FLETCCSIRC@fletc.dhs.gov."
"floodsmart.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for floodsmart.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Bluemont,VA,fema-nosc-cyber@fema.dhs.gov."
"get.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; sp=reject; adkim=r; aspf=r; rua=mailto:76d552b1d6d04f9db2bdfac3d2f0bf04@dmarc-reports.cloudflare.net,mailto:reports@dmarc.cyber.dhs.gov",reject,,r,reject,,"76d552b1d6d04f9db2bdfac3d2f0bf04@dmarc-reports.cloudflare.net,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for get.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov."
"evus.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,cbpsoc@cbp.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for evus.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,cbpsoc@cbp.dhs.gov."
"homelandsecurity.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for homelandsecurity.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov."
"hsi.gov,Federal - Executive,Department of Homeland Security,Office of the Chief Information Officer,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for hsi.gov,Federal - Executive,Department of Homeland Security,Office of the Chief Information Officer,Washington,DC,postmaster@dhs.gov."
"ice.gov,Federal - Executive,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Washington,DC,IS2OSecurity@hq.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ice.gov,Federal - Executive,Department of Homeland Security,U.S. Immigration and Customs Enforcement,Washington,DC,IS2OSecurity@hq.dhs.gov."
"juntos.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for juntos.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov."
"know2protect.gov,Federal - Executive,Department of Homeland Security,CIO Headquarters,Springfield,VA,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for know2protect.gov,Federal - Executive,Department of Homeland Security,CIO Headquarters,Springfield,VA,postmaster@dhs.gov."
"listo.gov,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for listo.gov,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov."
"globalentry.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,CBPSOC@cbp.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for globalentry.gov,Federal - Executive,Department of Homeland Security,U.S. Customs and Border Protection,Washington,DC,CBPSOC@cbp.dhs.gov."
"nic.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; sp=reject; adkim=r; aspf=r; rua=mailto:76d552b1d6d04f9db2bdfac3d2f0bf04@dmarc-reports.cloudflare.net,mailto:reports@dmarc.cyber.dhs.gov",reject,,r,reject,,"76d552b1d6d04f9db2bdfac3d2f0bf04@dmarc-reports.cloudflare.net,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for nic.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,help@get.gov."
"niem.gov,Federal - Executive,Department of Homeland Security,""Department of Homeland Security, Office of the Chief Information Officer"",Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for niem.gov,Federal - Executive,Department of Homeland Security,""Department of Homeland Security, Office of the Chief Information Officer"",Washington,DC,postmaster@dhs.gov."
"nmsc.gov,Federal - Executive,Department of Homeland Security,National Marine Center,St Augustine,FL,bertram.dobrie@cbp.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for nmsc.gov,Federal - Executive,Department of Homeland Security,National Marine Center,St Augustine,FL,bertram.dobrie@cbp.dhs.gov."
"power2prevent.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for power2prevent.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov."
"ns.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cloudflare.com",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:rua@cloudflare.com,mailto:cloudflare@dmarc.area1reports.com; ruf=mailto:cloudflare@dmarc.area1reports.com",reject,100,,,,"rua@cloudflare.com,cloudflare@dmarc.area1reports.com",,,,,FALSE,"Spoofing is not possible for ns.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,dotgov@cloudflare.com."
"preventionresourcefinder.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for preventionresourcefinder.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov."
"readybusiness.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for readybusiness.gov,Federal - Executive,Department of Homeland Security,Federal Emergency Management Agency,Washington,DC,fema-nosc-cyber@fema.dhs.gov."
"safetyact.gov,Federal - Executive,Department of Homeland Security,Science and Technology,Washington,DC,malik.lockett@st.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for safetyact.gov,Federal - Executive,Department of Homeland Security,Science and Technology,Washington,DC,malik.lockett@st.dhs.gov."
"ready.gov,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ready.gov,Federal - Executive,Department of Homeland Security,Office of Public Affairs,Washington,DC,fema-nosc-cyber@fema.dhs.gov."
"schoolsafety.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for schoolsafety.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Washington,DC,postmaster@dhs.gov."
"secretservice.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,IS2OSecurity@hq.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for secretservice.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,IS2OSecurity@hq.dhs.gov."
"stopransomware.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,vulnerability.disclosure.prog@hq.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for stopransomware.gov,Federal - Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,Arlington,VA,vulnerability.disclosure.prog@hq.dhs.gov."
"together.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for together.gov,Federal - Executive,Department of Homeland Security,Headquarters,Washington,DC,postmaster@dhs.gov."
"tsa.gov,Federal - Executive,Department of Homeland Security,Transportation Security Administration,Springfield,VA,GRC_Compliance@tsa.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tsa.gov,Federal - Executive,Department of Homeland Security,Transportation Security Administration,Springfield,VA,GRC_Compliance@tsa.dhs.gov."
"us-cert.gov,Federal - Executive,Department of Homeland Security,US-CERT,Washington,DC,cisa.csd.me_smir_cirt@mail.cisa.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for us-cert.gov,Federal - Executive,Department of Homeland Security,US-CERT,Washington,DC,cisa.csd.me_smir_cirt@mail.cisa.dhs.gov."
"uscis.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for uscis.gov,Federal - Executive,Department of Homeland Security,USCIS,Washington,DC,jeffrey.y.oppong@uscis.dhs.gov."
"usss.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,megan.mcgraw@usss.dhs.gov",subdomain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov,  mailto:reports@dmarc.cyber.dhs.gov",reject,100,,,,"DMARC@hq.dhs.gov,  reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for usss.gov,Federal - Executive,Department of Homeland Security,United States Secret Service,Washington,DC,megan.mcgraw@usss.dhs.gov."
"disasterhousing.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:DMARCReporting@hud.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:DMARCReporting@hud.gov; rf=afrf; pct=100",reject,100,,,DMARCReporting@hud.gov,"DMARCReporting@hud.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for disasterhousing.gov,Federal - Executive,Department of Housing and Urban Development,Department of Housing and Urban Development,Washington,DC,vdp@hud.gov."
"ginniemae.gov,Federal - Executive,Department of Housing and Urban Development,Government National Mortgage Association,Washington,DC,ron.e.espedido@hud.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:DMARCReporting@hud.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:DMARCReporting@hud.gov; rf=afrf; pct=100",reject,100,,,DMARCReporting@hud.gov,"DMARCReporting@hud.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ginniemae.gov,Federal - Executive,Department of Housing and Urban Development,Government National Mortgage Association,Washington,DC,ron.e.espedido@hud.gov."
"uscg.gov,Federal - Executive,Department of Homeland Security,U. S. Coast Guard C5I Service Center,Alexandria,VA,c5isc-isd-sec-bps-managers@uscg.mil",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:cuttertest1@uscg.mil,mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@mail.mil; ruf=mailto:cuttertest1@uscg.mil; fo=1; sp=reject;",reject,,,reject,cuttertest1@uscg.mil,"cuttertest1@uscg.mil,reports@dmarc.cyber.dhs.gov,dmarc_reports@mail.mil",,,,,FALSE,"Spoofing is not possible for uscg.gov,Federal - Executive,Department of Homeland Security,U. S. Coast Guard C5I Service Center,Alexandria,VA,c5isc-isd-sec-bps-managers@uscg.mil."
"lis.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1;p=none;sp=none;fo=1;rua=mailto:locdmarc_reports@loc.gov;ruf=mailto:locdmarc_ruf@loc.gov;rf=afrf;pct=100,none,100,,none,locdmarc_ruf@loc.gov,locdmarc_reports@loc.gov,,,,,,"Spoofing might be possible (Mailbox dependent) for lis.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov."
